-15	-15	-15	-15	-15	-15	-15	-15
-16.1	-16.6	-17.3	-17.7	-18.5	-19.3	-21.1	-22.8
-16.6	-18.2	-19.2	-19.8	-21.4	-22.8	-26.3	-29.5
-17.2	-19.4	-20.1	-21.2	-23.4	-25.2	-29.9	-34.4
-18.4	-19.6	-21.5	-22.1	-24.2	-26.7	-32.2	-37.7
-17.4	-19.9	-21.1	-22.3	-24.7	-27.1	-33.3	-39.6
-18.4	-19.6	-21.5	-22.1	-24.5	-27	-33.4	-40.3
-17.2	-19.4	-20.5	-21.6	-23.7	-26	-32.3	-39.4
-16.6	-18.5	-19.2	-20.1	-22	-24	-29.4	-35.8
-16.1	-17.1	-17.5	-18	-19.1	-20.3	-23.8	-28
-15	-15	-15	-15	-15	-15	-15	-15
-13.9	-12.9	-12.4	-11.8	-10.6	-9.2	-5.4	-0.5
-13.4	-11.3	-10.5	-9.4	-7.2	-5	1.4	9.3
-12.8	-10.6	-9.2	-8	-5.5	-2.9	4.5	13.1
-11.6	-10.1	-8.5	-7.6	-4.9	-2.1	5.1	13.2
-12.6	-10.1	-8.8	-7.6	-5	-2.5	4.2	11.3
-11.6	-10.4	-8.5	-8.2	-5.8	-3.6	2.3	8.3
-12.8	-11	-9.9	-9.1	-7	-5.1	-0.4	4.3
-13.4	-11.8	-11	-10.5	-8.9	-7.5	-4.1	-0.9
-13.9	-13.4	-12.8	-12.4	-11.6	-10.9	-9	-7.4
-15	-15	-15	-15	-15	-15	-15	-15
