-16	-16	-16	-16	-16	-16	-16	-16
-17.1	-18.2	-18.7	-19.2	-20.1	-21	-23	-24.9
-18.1	-19.7	-20.8	-21.6	-23.2	-24.8	-28.6	-32.2
-18.2	-20.8	-21.9	-23	-25.2	-27.3	-32.4	-37.4
-19.4	-20.9	-22.5	-23.7	-26.2	-28.6	-34.8	-40.9
-18.7	-21.3	-22.7	-24	-26.7	-29.3	-36.1	-43.2
-19.4	-20.9	-22.5	-24	-26.5	-29.3	-36.6	-44.4
-18.2	-20.8	-21.9	-23.3	-25.9	-28.5	-35.9	-44.2
-18.1	-20	-21	-22.1	-24.2	-26.6	-33.2	-41.3
-17.1	-18.3	-19	-19.6	-21	-22.5	-27	-28
-16	-16	-16	-16	-16	-16	-16	-16
-14.8	-13.5	-12.8	-12.1	-10.6	-8.9	-4	-4
-13.9	-11.8	-10.7	-9.4	-7	-4.3	3.4	10.9
-13.8	-10.9	-9.4	-8.3	-5.3	-2.4	6	15.8
-12.6	-11.1	-9.2	-7.7	-4.9	-1.9	6.1	14.9
-13.3	-10.6	-9.3	-7.9	-5.1	-2.3	4.9	12.6
-12.6	-11.1	-9.5	-8.3	-5.9	-3.4	2.8	9.3
-13.8	-11.6	-10.5	-9.4	-7.2	-5.1	0.1	5.1
-14.4	-12.5	-11.5	-10.7	-9.1	-7.6	-3.8	-0.3
-14.9	-13.9	-13.5	-13	-12.1	-11.2	-9.2	-7.3
-16	-16	-16	-16	-16	-16	-16	-16
