-23	-23	-23	-23	-23	-23	-23	-23
-24.2	-25.3	-25.8	-26.3	-27.3	-28.2	-30.3	-32.3
-25.1	-27	-27.8	-28.6	-30.4	-32.1	-36	-39.7
-25.2	-27.8	-28.9	-30	-32.5	-34.6	-39.9	-45
-26.4	-27.9	-29.8	-31	-33.5	-36.2	-42.7	-44.9
-25.8	-28.6	-30	-31.4	-34.3	-37.1	-44.5	-45
-26.4	-27.9	-30.1	-31.6	-34.4	-37.5	-44.9	-44.9
-25.9	-28.1	-29.6	-31.1	-34	-37	-45	-45
-25.1	-27.5	-28.6	-29.9	-32.4	-35.2	-43.2	-45
-24.3	-25.7	-26.4	-27.2	-28.8	-30.6	-33.4	-33.4
-23	-23	-23	-23	-23	-23	-23	-23
-21.8	-20.4	-19.7	-18.9	-17.3	-15.6	-12.6	-12.6
-20.9	-18.7	-17.7	-16.4	-13.9	-11.2	-3.6	0.3
-20.8	-17.9	-16.4	-15	-12.3	-9.4	-1.2	8.2
-19.6	-18.1	-16.2	-14.7	-11.6	-8.8	-0.9	7.7
-20.2	-17.4	-16	-14.6	-11.8	-9	-1.7	5.8
-19.6	-18.1	-16.2	-15	-12.5	-9.8	-3.3	3.1
-20.8	-18.2	-16.8	-15.7	-13.5	-11.3	-5.9	-0.7
-20.9	-19	-18.2	-17.2	-15.5	-13.8	-9.8	-6.1
-21.8	-20.7	-20.2	-19.7	-18.7	-17.7	-15.6	-13.6
-23	-23	-23	-23	-23	-23	-23	-23
