-27.4	-29.7	-30.9	-32	-34.3	-36.5	-41.9	-45
-28.4	-29.6	-31.5	-32.1	-34.2	-36.4	-41.4	-45
-27.2	-29.4	-30.1	-31.2	-33.1	-34.9	-39.4	-43.6
-26.6	-28.2	-29	-29.5	-31.1	-32.4	-35.6	-38.6
-26.1	-26.6	-27.1	-27.4	-28.1	-28.8	-30.5	-32.1
-25	-25	-25	-25	-25	-25	-25	-25
-23.9	-23.5	-23.4	-22.8	-22.1	-21.5	-19.8	-18.1
-23.4	-22.1	-21.8	-21	-19.7	-18.4	-15.1	-11.7
-22.8	-21	-20.6	-19.5	-17.7	-15.8	-10.8	-5.8
-21.6	-20.4	-20.1	-18.2	-15.8	-13.6	-7.2	-0.3
-22.5	-20	-18.7	-17.4	-14.7	-11.9	-4.3	4.2
-21.6	-20.1	-18.5	-17.3	-14.2	-11.4	-2.9	6.8
-22.8	-20.2	-19.1	-18	-15.2	-12.3	-4.4	5.4
-23.4	-21.5	-20.7	-19.7	-17.6	-15.5	-9.4	-1.9
-23.9	-23.4	-22.8	-22.3	-21.3	-20.2	-17.2	-13.6
-25	-25	-25	-25	-25	-25	-25	-25
-26.1	-26.5	-27.1	-27.3	-28.2	-29	-31.3	-33.9
-26.6	-27.9	-28.5	-29.2	-30.6	-32.1	-35.9	-40.1
-27.2	-29	-29.4	-30.5	-32.3	-34.2	-39	-44.1
-28.4	-29.3	-29.9	-31.5	-33.6	-35.8	-41	-45
-27.4	-29.7	-30.9	-32	-34.3	-36.5	-41.9	-45
