17	17	17	17	17	17	17	17
15.8	14.6	14	13.5	12.5	11.5	9.2	7.2
14.6	12.2	11.1	9.9	7.9	6	1.6	-2.2
13.7	10.8	9	7.8	5	2.4	-3.5	-8.7
13.6	10.2	8.7	7.2	4.1	1.3	-5.2	-11.4
13.8	10.7	9.2	7.7	4.8	1.9	-4.9	-11.5
13.6	12.1	10.2	8.7	5.9	3.4	-3.4	-10
14.8	12.2	11.2	10	7.5	5.2	-0.9	-7.2
15.4	13.5	12.5	11.7	9.8	7.8	2.8	-2.8
15.9	14.9	14.4	13.8	12.7	11.5	8.2	4.4
17	17	17	17	17	17	17	17
18.3	19.8	20.6	21.4	23.1	25	30.3	30.3
19.9	22.8	24.4	26.1	29.8	33.9	44	44
20.3	24.3	26.5	28.7	33.3	38.4	44	44
20.7	24.4	26.5	28.7	33	37.7	44	44
20.3	23.8	25.6	27.4	31.1	35.1	44	44
20.4	23.5	24.4	25.9	28.7	32	40.4	44
19.2	21.8	22.9	24	26.5	28.8	35	41.5
18.6	20.5	21.3	22.1	23.7	25.4	29.6	33.8
18.1	19.1	19.4	19.8	20.7	21.6	23.7	25.8
17	17	17	17	17	17	17	17
