-11.1	-14.1	-15.6	-17	-19.8	-22.5	-29.1	-35.3
-11.4	-14.5	-16	-17.5	-20.3	-23	-29.3	-35.2
-10.9	-13.9	-15.3	-16.7	-19.3	-21.8	-27.3	-32.3
-10.4	-12.3	-13.3	-14.4	-16.3	-18	-22.1	-25.7
-9.1	-10.1	-10.6	-11.1	-12.1	-13	-15	-16.9
-8	-8	-8	-8	-8	-8	-8	-8
-6.9	-6.4	-5.8	-5.4	-4.5	-3.7	-1.7	0.3
-6.4	-4.8	-4	-3.2	-1.6	0	4.1	8.1
-5.8	-3.6	-2.5	-1.1	1.1	3.4	9.5	16
-4.6	-3.1	-0.9	0.6	3.7	6.7	15.1	24.5
-4.8	-1.4	0.4	2.2	5.9	9.9	20.9	34.1
-4.6	-0.6	1.2	3.4	7.7	12.3	25.9	43.5
-4.7	-1	0.8	2.9	7.1	11.9	23.7	23.7
-5.6	-2.9	-1.4	0	3.2	6.7	8.7	8.7
-6.8	-5.6	-4.9	-4.2	-2.8	-1.2	-0.5	-0.5
-8	-8	-8	-8	-8	-8	-8	-8
-9.1	-10.1	-10.3	-10.8	-11.9	-12.9	-15.5	-15.5
-9.6	-11.2	-12.2	-13	-14.7	-16.4	-21	-24.7
-10.2	-12.4	-13.5	-14.6	-16.8	-19	-24.7	-30.5
-11.4	-12.9	-14.8	-16	-18.5	-21.2	-27.4	-33.6
-11.1	-14.1	-15.6	-17	-19.8	-22.5	-29.1	-35.3
