11	11	11	11	11	11	11	11
9.9	8.9	8.6	8.2	7.3	6.5	4.6	2.8
8.9	7	6.2	5.4	3.6	2	-1.6	-5
8.1	5.9	4.4	3.3	1.1	-1.1	-6.2	-10.8
7.6	6.1	3.9	2.7	0.2	-2.3	-8.3	-13.7
8.2	5.5	4.2	2.9	0.3	-2.2	-8.3	-14.2
7.6	6.1	4.5	3.6	1.2	-1	-6.9	-12.9
8.8	7	5.9	4.8	2.6	0.7	-4.7	-10.2
9.4	7.8	7	6.2	4.7	3.1	-1.2	-5.9
9.9	9.4	8.8	8.3	7.4	6.4	3.7	0.7
11	11	11	11	11	11	11	11
12.1	13.2	13.8	14.4	15.7	17.1	21.1	26.4
13.1	15.5	16.6	17.9	20.6	23.5	32.2	43.8
13.9	16.9	18.7	20.2	23.8	27.6	39	44
14.4	17.5	19	20.8	24.3	28.3	39.4	44
13.9	16.9	18.4	20	23.3	26.7	36.1	44
14.4	15.9	17.5	18.7	21.5	24.3	31.7	40
13.2	15	16.1	17.2	19.4	21.6	27.1	32.9
12.6	13.9	14.7	15.5	16.9	18.5	22.2	26
12.1	12.6	13.1	13.4	14.2	15	16.9	18.7
11	11	11	11	11	11	11	11
