-11	-11	-11	-11	-11	-11	-11	-11
-12.1	-12.6	-13.2	-13.6	-14.3	-15.1	-16.9	-18.5
-12.6	-14.2	-15	-15.8	-17.3	-18.7	-22	-25.1
-13.2	-15	-16.1	-17.2	-19.1	-20.9	-25.6	-29.9
-14.4	-15.6	-17.5	-17.8	-20.2	-22.4	-27.7	-32.9
-13.4	-15.7	-16.9	-18.1	-20.4	-22.7	-28.6	-34.6
-14.4	-15.6	-15.9	-17.8	-20.2	-22.4	-28.5	-34.8
-13.2	-15	-16.1	-17.2	-19.1	-21.3	-27.1	-33.4
-12.6	-14.2	-15	-15.8	-17.4	-19.3	-24.1	-29.7
-12.1	-12.6	-13.3	-13.8	-14.8	-15.9	-18.9	-22.5
-11	-11	-11	-11	-11	-11	-11	-11
-9.9	-8.9	-8.5	-7.9	-6.8	-5.6	-2	2.6
-9.4	-7.5	-6.5	-5.4	-3.5	-1.2	5	12.8
-8.8	-6.6	-5.2	-4.1	-1.5	1.1	8.5	17.2
-7.6	-6.1	-4.5	-3.6	-0.9	1.9	9.1	17.4
-8.6	-6.2	-4.9	-3.7	-1.2	1.4	8.1	15.4
-7.6	-6.4	-6.1	-4.2	-2.1	0.4	6	12.1
-8.8	-7	-6.2	-5.2	-3.3	-1.5	3.2	7.8
-9.4	-8.1	-7.3	-6.7	-5.2	-3.9	-0.6	2.6
-9.9	-9.4	-8.9	-8.6	-7.8	-7.1	-5.4	-3.7
-11	-11	-11	-11	-11	-11	-11	-11
