-5	-5	-5	-5	-5	-5	-5	-5
-6.2	-7.4	-8	-8.5	-9.5	-10.5	-12.7	-14.6
-7.1	-9.3	-10.3	-11.3	-13.2	-14.9	-19	-22.7
-7.9	-10.5	-11.6	-12.7	-15.2	-17.5	-22.9	-28
-8.4	-9.9	-12.1	-13.3	-16.1	-18.6	-25	-31.1
-7.8	-10.6	-12	-13.4	-16.2	-18.9	-25.7	-32.7
-8.4	-9.9	-11.8	-13	-15.8	-18.5	-25.6	-33
-7.2	-9.8	-10.9	-12.3	-14.8	-17.4	-24.4	-32
-7.1	-8.7	-9.8	-10.9	-13	-15.3	-21.6	-28.9
-6.1	-7.3	-8	-8.6	-10	-11.5	-15.8	-16.1
-5	-5	-5	-5	-5	-5	-5	-5
-3.7	-2.2	-1.4	-0.6	1.2	3.2	6.1	6.1
-2.6	0	1.3	2.7	5.8	9.1	19	19.7
-2.1	0.9	2.3	4.1	7.5	11.2	21.6	34.6
-1.6	1.5	2.7	4.2	7.6	11	20.5	31.5
-2.1	0.8	2.3	3.8	6.8	10	18.2	27.2
-1.6	-0.1	1.5	3	5.8	8.3	15.2	22.4
-2.8	-0.6	0.8	1.9	4.1	6.3	11.8	17.2
-3.4	-1.5	-0.5	0.3	2	3.6	7.5	11.2
-3.9	-2.9	-2.4	-1.9	-1	-0.1	2	3.9
-5	-5	-5	-5	-5	-5	-5	-5
