-3	-3	-3	-3	-3	-3	-3	-3
-4.1	-4.6	-5.1	-5.4	-6.1	-6.8	-8.5	-10.1
-4.6	-6.2	-6.7	-7.5	-8.9	-10.2	-13.5	-16.5
-5.2	-7	-8.1	-9.2	-11	-12.8	-17.2	-21.3
-6.4	-7.6	-9.5	-9.8	-11.9	-14.1	-19.3	-24.2
-5.3	-7.6	-8.8	-9.9	-12.1	-14.3	-19.8	-25.2
-6.4	-7.3	-7.9	-9.5	-11.6	-13.8	-19.3	-24.8
-5.2	-7	-7.8	-8.5	-10.3	-12.5	-17.4	-22.7
-4.6	-5.9	-6.5	-7.2	-8.8	-10.2	-14.3	-18.8
-4.1	-4.6	-5.1	-5.4	-6.3	-7.2	-9.6	-12.4
-3	-3	-3	-3	-3	-3	-3	-3
-1.9	-1.4	-0.8	-0.2	0.8	1.9	5	8.8
-1.4	0.5	1.3	2.3	4.2	6.4	12.3	19.7
-0.8	1.4	2.8	3.9	6.5	9.1	16.7	25.9
0.4	1.9	3.5	4.4	7.2	10	17.9	26.8
-0.6	1.8	3.1	4.3	6.9	9.6	16.7	24.5
0.4	1.3	1.9	3.5	5.9	8.1	14.2	20.6
-0.8	1	1.4	2.5	4.3	6.2	10.9	15.7
-1.4	-0.1	0.5	1	2.3	3.6	6.9	10.1
-1.9	-1.5	-1.4	-0.8	-0.1	0.6	2.2	3.9
-3	-3	-3	-3	-3	-3	-3	-3
