2.4	-1	-2.7	-4.2	-7.3	-10.2	-16.8	-22.9
2.6	-0.8	-2.6	-4.1	-7	-9.7	-16.2	-21.9
3.1	0.5	-0.9	-2.1	-4.6	-6.9	-12.2	-17.1
3.9	2.3	1.5	0.7	-1	-2.6	-6.4	-10
4.9	4.4	3.8	3.4	2.6	1.8	-0.2	-2.2
6	6	6	6	6	6	6	6
7.1	7.6	8.1	8.5	9.3	10.2	12.4	14.7
7.6	9.2	10.2	11	12.9	14.6	19.4	24.8
8.2	11.1	12.2	13.7	16.6	19.5	27.6	37
9.4	12.8	14.6	16.5	20.4	24.7	36.8	44
9.9	14.1	16.3	18.6	23.5	28.8	44	44
9.7	14	16.2	18.6	23.5	29	44	44
8.9	12.2	14.1	15.9	19.8	23.9	36.3	44
8.1	10	11.1	12.3	14.6	17.1	24.1	32.9
7.1	8.1	8.4	8.9	9.9	11	13.9	17.3
6	6	6	6	6	6	6	6
4.9	4.4	3.9	3.5	2.7	1.8	-0.3	-2.6
4.4	2.8	2	1.2	-0.3	-1.9	-5.7	-9.5
3.8	1.2	0.2	-1	-3.1	-5.3	-10.5	-15.4
2.6	-0.5	-1.4	-2.9	-5.7	-8.2	-14.4	-20.2
2.4	-1	-2.7	-4.2	-7.3	-10.2	-16.8	-22.9
