-9	-9	-9	-9	-9	-9	-9	-9
-10.1	-10.6	-11.1	-11.3	-12.1	-12.8	-14.4	-16
-10.6	-11.9	-12.7	-13.3	-14.8	-16.1	-19.2	-22.2
-11.2	-13	-13.8	-14.8	-16.7	-18.5	-22.8	-26.9
-12.4	-13.3	-13.9	-15.5	-17.6	-19.8	-24.7	-29.9
-11.3	-13.5	-14.6	-15.7	-17.9	-20.1	-25.6	-31.2
-12.4	-13.3	-13.9	-15.5	-17.6	-19.8	-25.3	-31.1
-11.2	-13	-13.8	-14.5	-16.7	-18.5	-23.7	-29.2
-10.6	-11.9	-12.5	-13.3	-14.8	-16.4	-20.6	-25.4
-10.1	-10.6	-11.1	-11.4	-12.3	-13.2	-15.8	-18.8
-9	-9	-9	-9	-9	-9	-9	-9
-7.9	-7.4	-6.8	-6.3	-5.3	-4.2	-1.2	2.5
-7.4	-5.8	-4.8	-4	-2.1	-0.2	5.4	12.1
-6.8	-4.6	-3.5	-2.4	-0.2	2.3	9.2	17.3
-5.6	-4.4	-2.5	-1.9	0.5	3.3	10.3	18.2
-6.7	-4.4	-3.2	-2	0.4	2.9	9.4	16.5
-5.6	-4.7	-4.1	-2.5	-0.4	1.8	7.4	13.4
-6.8	-5.7	-4.6	-3.5	-1.7	0.1	4.5	9
-7.4	-6.1	-5.5	-5	-3.7	-2.4	0.7	3.9
-7.9	-7.5	-7.4	-6.8	-6.1	-5.4	-3.8	-2.2
-9	-9	-9	-9	-9	-9	-9	-9
