8.9	5.1	3.3	1.5	-1.8	-5	-12.2	-18.6
9	5.3	3.5	1.9	-1.2	-4.3	-11.2	-17.3
10.1	7.1	5.7	4.3	1.7	-0.8	-6.4	-11.6
10.9	9	8.2	7.4	5.6	3.9	-0.1	-3.9
11.9	11.4	10.7	10.3	9.4	8.5	6.4	4.4
13	13	13	13	13	13	13	13
14.1	14.6	15.2	15.7	16.6	17.5	19.9	22.5
14.6	16.7	17.5	18.6	20.4	22.5	27.9	33.9
15.9	18.5	20	21.7	24.8	28.1	37.5	44
16.7	20.7	22.8	25	29.6	34.6	44	44
17.4	22.3	24.8	27.5	33.3	39.8	44	44
17.3	21.9	24.4	27.1	32.8	39.1	44	44
16.3	19.9	21.7	23.6	27.7	32.3	44	44
15.1	17.2	18.3	19.6	22	24.6	31.9	40.8
14.1	15.1	15.5	16	17	18.1	21.2	24.6
13	13	13	13	13	13	13	13
11.9	11.4	10.8	10.4	9.5	8.6	6.4	4.1
11.4	9.5	8.7	7.9	6.3	4.6	0.6	-3.4
10.1	7.9	6.8	5.3	3.1	0.6	-4.7	-10
9.6	6.2	4.7	3.1	0.1	-2.7	-9.4	-15.5
8.9	5.1	3.3	1.5	-1.8	-5	-12.2	-18.6
