-25.2	-27.4	-28.5	-29.5	-31.6	-33.6	-38.5	-43.2
-26.4	-27.3	-27.9	-29.5	-31.3	-33.1	-37.8	-42.3
-25.2	-26.3	-27.4	-28.1	-29.9	-31.4	-35.5	-39.4
-24.6	-25.4	-26.2	-26.7	-28	-29.1	-32	-34.8
-24.1	-24.3	-24.6	-25.1	-25.5	-26.2	-27.7	-29.3
-23	-23	-23	-23	-23	-23	-23	-23
-21.9	-21.7	-21.4	-20.9	-20.4	-19.8	-18.1	-16.3
-21.4	-20.6	-19.8	-19.3	-18	-16.7	-13.2	-9.5
-20.8	-19.7	-18.6	-17.5	-15.7	-13.8	-8.7	-3
-19.6	-18.7	-18.1	-16.5	-14.1	-11.6	-5.1	2.4
-20.7	-18.3	-17.1	-15.8	-13.2	-10.5	-3.2	5.4
-19.6	-18.4	-18.1	-16.2	-13.5	-11	-3.9	4.5
-20.8	-19	-18.2	-17.2	-15.3	-13.1	-7	-0.3
-21.4	-20.6	-19.8	-19	-17.4	-16	-12	-7.5
-21.9	-21.7	-21.4	-20.9	-20.3	-19.5	-17.6	-15.5
-23	-23	-23	-23	-23	-23	-23	-23
-24.1	-24.3	-24.6	-25.1	-25.6	-26.2	-27.9	-29.6
-23.8	-25.4	-25.9	-26.7	-27.8	-29.1	-32	-35.1
-25.2	-26.3	-27.4	-28.1	-29.6	-31.4	-35.4	-39.4
-26.4	-27	-27.9	-29.5	-31	-32.9	-37.5	-42.1
-25.2	-27.4	-28.5	-29.5	-31.6	-33.6	-38.5	-43.2
