-11	-11	-11	-11	-11	-11	-11	-11
-12.1	-12.5	-13.1	-13.2	-13.9	-14.6	-16.2	-17.7
-12.6	-13.9	-14.5	-15.2	-16.6	-17.7	-20.8	-23.6
-13.2	-15	-15.8	-16.5	-18.3	-20.1	-24.2	-28.2
-14.4	-15.3	-15.9	-17.5	-19.3	-21.5	-26.3	-31.2
-13.2	-15.4	-16.4	-17.5	-19.6	-21.8	-27.2	-32.6
-14.4	-15	-15.9	-17.5	-19.3	-21.5	-26.7	-32.5
-13.2	-14.3	-15.4	-16.5	-18.3	-20.2	-25.2	-30.7
-12.6	-13.9	-14.5	-15.2	-16.6	-18.2	-22.2	-26.8
-12.1	-12.5	-13.1	-13.3	-14.2	-15.1	-17.5	-20.2
-11	-11	-11	-11	-11	-11	-11	-11
-9.9	-9.4	-8.9	-8.5	-7.6	-6.6	-3.8	-0.5
-9.4	-7.8	-7	-6.2	-4.6	-2.8	2.3	8.3
-8.8	-7	-5.9	-4.8	-2.6	-0.4	5.9	13.3
-7.6	-6.7	-6.1	-4.2	-1.8	0.7	7.2	14.6
-8.8	-6.5	-5.4	-4.3	-1.9	0.4	6.7	13.4
-7.6	-7	-6.1	-4.5	-2.7	-0.5	4.7	10.5
-8.8	-7.7	-6.6	-5.9	-4	-2.3	2.1	6.5
-9.4	-8.6	-7.8	-7	-5.9	-4.6	-1.5	1.5
-9.9	-9.6	-9.4	-8.9	-8.2	-7.6	-6	-4.4
-11	-11	-11	-11	-11	-11	-11	-11
