8	8	8	8	8	8	8	8
6.9	5.9	5.6	5.1	4.3	3.4	1.5	-0.3
5.9	4	3.2	2.4	0.6	-1	-4.6	-8
5.1	2.9	1.8	0.7	-1.8	-4	-8.9	-13.6
4.6	3.1	1.2	-0.3	-2.8	-5.2	-11	-16.4
5.3	2.6	1.3	0	-2.5	-5	-11.1	-17
4.6	3.1	1.5	0.6	-1.8	-4	-9.9	-16
5.8	4	2.9	1.8	-0.4	-2.3	-7.8	-13.5
6.4	4.8	4	3.2	1.6	0	-4.5	-9.4
6.9	6.4	5.8	5.3	4.3	3.3	0.5	-2.7
8	8	8	8	8	8	8	8
9.1	10.2	10.8	11.4	12.8	14.2	18.4	23.9
10.1	12.5	13.6	14.9	17.5	20.5	29.1	40.6
10.9	13.8	15.3	17.1	20.4	24.2	35.1	44
11.4	14.5	15.7	17.5	20.9	24.6	35.1	44
10.8	13.7	15.2	16.8	19.9	23.2	32.2	42.5
11.4	12.9	14.5	15.7	18.2	21	28.2	36
10.2	12	13.1	14.2	16.4	18.3	23.8	29.4
9.6	10.9	11.7	12.5	13.9	15.5	19.1	22.8
9.1	9.6	10.1	10.5	11.3	12	13.9	15.7
8	8	8	8	8	8	8	8
