11	11	11	11	11	11	11	11
9.7	8.6	8	7.4	6.4	5.4	3.2	1.2
8.6	6.2	5.1	4.1	2	0.2	-4.1	-7.9
7.7	4.8	3.7	2.2	-0.4	-3	-8.8	-14
7.6	4.5	3	1.8	-1.3	-4	-10.5	-16.6
7.9	4.9	3.5	2	-0.8	-3.6	-10.4	-17.1
7.6	6.1	4.2	2.7	0.2	-2.5	-9.3	-16.1
8.8	6.2	5.1	4	1.5	-0.8	-7.2	-13.8
9.4	7.3	6.5	5.4	3.6	1.6	-3.8	-9.8
9.9	8.9	8.3	7.7	6.5	5.3	1.7	-1.4
11	11	11	11	11	11	11	11
12.4	13.9	14.7	15.5	17.3	19.3	23.3	23.3
13.9	16.6	18.2	19.8	23.5	27.5	38.7	38.7
14.3	18	19.8	21.9	26.3	30.9	44	44
14.4	18.1	19.9	21.8	25.8	30.3	42.5	44
14.2	17.4	19.1	20.8	24.3	28	38	44
14.4	15.9	18.1	19.6	22.4	25.4	33.2	41.8
13.2	15.8	16.8	17.9	20.2	22.6	28.5	34.6
12.6	14.5	15.3	16.1	17.9	19.4	23.5	27.5
12.1	13.1	13.4	13.9	14.8	15.7	17.8	19.8
11	11	11	11	11	11	11	11
