0.90466	0.90397	0.90307	0.90196	0.90063	0.8991	0.89736	0.89542	0.89329	0.89096	0.88844	0.88573	0.88284	0.87978	0.87655	0.87316	0.86961	0.86591	0.86206	0.85807	0.85395	0.8497	0.84534	0.84086	0.83627	0.83159	0.82681	0.82194	0.81699	0.81197	0.80688	0.80172	0.79651	0.79125	0.78594	0.78059	0.77521	0.7698	0.76436	0.7589	0.75342	0.74794	0.74244	0.73695	0.73145	0.72595	0.72047	0.71499	0.70953	0.70408	0.69865	0.69324	0.68786	0.6825	0.67717	0.67187	0.6666	0.66136	0.65616	0.651	0.64587	0.64078	0.63573	0.63072	0.62575	0.62082	0.61594	0.6111	0.6063	0.60155	0.59684	0.59218	0.58757	0.583	0.57847	0.57399	0.56956	0.56517	0.56083	0.55653	0.55228	0.54807	0.54391	0.5398	0.53573	0.5317	0.52772	0.52379	0.51989	0.51604
0.91708	0.91636	0.91542	0.91425	0.91286	0.91126	0.90944	0.90741	0.90517	0.90273	0.9001	0.89727	0.89425	0.89106	0.88768	0.88414	0.88044	0.87658	0.87257	0.86841	0.86413	0.85971	0.85517	0.85051	0.84575	0.84088	0.83592	0.83088	0.82575	0.82055	0.81528	0.80994	0.80456	0.79912	0.79364	0.78811	0.78256	0.77698	0.77137	0.76575	0.76012	0.75447	0.74882	0.74317	0.73752	0.73188	0.72625	0.72063	0.71503	0.70944	0.70388	0.69835	0.69283	0.68735	0.6819	0.67648	0.6711	0.66575	0.66044	0.65517	0.64993	0.64474	0.6396	0.63449	0.62943	0.62441	0.61944	0.61451	0.60963	0.6048	0.60001	0.59527	0.59058	0.58594	0.58134	0.57679	0.57229	0.56784	0.56343	0.55907	0.55476	0.5505	0.54628	0.54211	0.53798	0.53391	0.52987	0.52589	0.52195	0.51805
0.92928	0.92853	0.92754	0.92632	0.92487	0.92319	0.92129	0.91917	0.91684	0.91429	0.91154	0.90859	0.90544	0.90211	0.89859	0.8949	0.89105	0.88703	0.88286	0.87854	0.87408	0.86949	0.86478	0.85995	0.85501	0.84997	0.84483	0.83961	0.8343	0.82892	0.82347	0.81796	0.8124	0.80679	0.80113	0.79544	0.78972	0.78397	0.7782	0.77242	0.76663	0.76082	0.75502	0.74922	0.74342	0.73764	0.73186	0.72611	0.72037	0.71465	0.70896	0.7033	0.69766	0.69206	0.68649	0.68095	0.67546	0.67	0.66458	0.65921	0.65387	0.64858	0.64334	0.63814	0.63298	0.62788	0.62282	0.61781	0.61285	0.60793	0.60307	0.59826	0.59349	0.58878	0.58411	0.57949	0.57493	0.57041	0.56594	0.56152	0.55715	0.55283	0.54856	0.54434	0.54016	0.53603	0.53195	0.52792	0.52393	0.51999
0.94123	0.94044	0.93941	0.93814	0.93663	0.93488	0.93289	0.93068	0.92825	0.92559	0.92273	0.91965	0.91638	0.91291	0.90925	0.90542	0.90141	0.89723	0.8929	0.88842	0.8838	0.87904	0.87416	0.86915	0.86404	0.85882	0.85351	0.84811	0.84263	0.83707	0.83145	0.82576	0.82003	0.81424	0.80842	0.80256	0.79667	0.79076	0.78483	0.77889	0.77294	0.76699	0.76103	0.75508	0.74914	0.74322	0.7373	0.73141	0.72554	0.71969	0.71387	0.70808	0.70233	0.69661	0.69092	0.68528	0.67967	0.6741	0.66858	0.6631	0.65767	0.65229	0.64695	0.64166	0.63642	0.63122	0.62608	0.62099	0.61595	0.61096	0.60602	0.60113	0.59629	0.59151	0.58678	0.5821	0.57747	0.57289	0.56836	0.56388	0.55946	0.55508	0.55075	0.54648	0.54225	0.53807	0.53394	0.52986	0.52583	0.52184
0.95289	0.95207	0.951	0.94967	0.9481	0.94628	0.94421	0.94191	0.93938	0.93662	0.93364	0.93044	0.92704	0.92343	0.91964	0.91566	0.9115	0.90717	0.90268	0.89804	0.89325	0.88833	0.88327	0.8781	0.87281	0.86742	0.86194	0.85636	0.85071	0.84498	0.83918	0.83333	0.82742	0.82147	0.81548	0.80946	0.80341	0.79734	0.79125	0.78515	0.77905	0.77295	0.76685	0.76075	0.75467	0.7486	0.74256	0.73653	0.73053	0.72456	0.71861	0.7127	0.70683	0.70099	0.6952	0.68944	0.68373	0.67806	0.67244	0.66686	0.66133	0.65585	0.65042	0.64504	0.63972	0.63444	0.62922	0.62405	0.61893	0.61386	0.60885	0.60389	0.59899	0.59414	0.58934	0.58459	0.5799	0.57527	0.57068	0.56615	0.56167	0.55724	0.55286	0.54853	0.54426	0.54003	0.53586	0.53173	0.52765	0.52363
0.96423	0.96338	0.96227	0.96089	0.95925	0.95736	0.95521	0.95282	0.95019	0.94733	0.94423	0.94092	0.93739	0.93366	0.92972	0.9256	0.92129	0.91681	0.91217	0.90736	0.90241	0.89732	0.8921	0.88676	0.88131	0.87575	0.87009	0.86435	0.85852	0.85262	0.84666	0.84064	0.83457	0.82845	0.8223	0.81612	0.80991	0.80368	0.79744	0.79119	0.78494	0.77869	0.77245	0.76621	0.75999	0.75379	0.74761	0.74146	0.73533	0.72924	0.72317	0.71715	0.71116	0.70521	0.6993	0.69344	0.68763	0.68186	0.67614	0.67046	0.66484	0.65927	0.65376	0.64829	0.64288	0.63753	0.63222	0.62698	0.62178	0.61665	0.61157	0.60654	0.60157	0.59665	0.59179	0.58699	0.58224	0.57754	0.5729	0.56831	0.56378	0.5593	0.55487	0.5505	0.54618	0.54191	0.53769	0.53352	0.5294	0.52533
0.97522	0.97434	0.97318	0.97175	0.97006	0.96809	0.96587	0.96339	0.96067	0.9577	0.95449	0.95106	0.94741	0.94354	0.93947	0.93521	0.93076	0.92613	0.92133	0.91637	0.91126	0.90601	0.90063	0.89513	0.88951	0.88378	0.87796	0.87205	0.86606	0.85999	0.85387	0.84768	0.84145	0.83517	0.82886	0.82252	0.81616	0.80978	0.80339	0.797	0.7906	0.78421	0.77783	0.77146	0.7651	0.75877	0.75247	0.74619	0.73994	0.73372	0.72754	0.7214	0.7153	0.70925	0.70324	0.69727	0.69136	0.68549	0.67968	0.67391	0.6682	0.66255	0.65695	0.6514	0.64591	0.64047	0.6351	0.62978	0.62451	0.61931	0.61416	0.60907	0.60403	0.59905	0.59413	0.58927	0.58446	0.57971	0.57502	0.57038	0.5658	0.56127	0.55679	0.55237	0.54801	0.54369	0.53943	0.53522	0.53106	0.52695
0.98583	0.98491	0.98372	0.98224	0.98048	0.97845	0.97615	0.97358	0.97076	0.9677	0.96438	0.96084	0.95706	0.95307	0.94887	0.94447	0.93987	0.9351	0.93015	0.92504	0.91978	0.91437	0.90883	0.90316	0.89738	0.8915	0.88551	0.87944	0.87329	0.86707	0.86078	0.85444	0.84805	0.84162	0.83515	0.82866	0.82215	0.81563	0.80909	0.80256	0.79602	0.78949	0.78297	0.77647	0.76999	0.76353	0.7571	0.7507	0.74434	0.73801	0.73172	0.72547	0.71926	0.7131	0.70699	0.70093	0.69492	0.68896	0.68305	0.6772	0.67141	0.66567	0.65998	0.65436	0.64879	0.64328	0.63783	0.63244	0.62711	0.62184	0.61662	0.61147	0.60638	0.60134	0.59636	0.59144	0.58658	0.58178	0.57703	0.57235	0.56771	0.56314	0.55862	0.55415	0.54974	0.54539	0.54109	0.53684	0.53264	0.52849
0.99601	0.99507	0.99383	0.9923	0.99049	0.98839	0.98601	0.98337	0.98046	0.97729	0.97387	0.97021	0.96632	0.96221	0.95788	0.95334	0.94861	0.94369	0.9386	0.93334	0.92793	0.92237	0.91668	0.91086	0.90492	0.89888	0.89274	0.88651	0.8802	0.87382	0.86738	0.86089	0.85435	0.84777	0.84116	0.83452	0.82787	0.8212	0.81453	0.80785	0.80118	0.79452	0.78788	0.78125	0.77464	0.76807	0.76152	0.755	0.74852	0.74208	0.73569	0.72933	0.72303	0.71677	0.71056	0.7044	0.6983	0.69225	0.68626	0.68032	0.67445	0.66863	0.66287	0.65717	0.65153	0.64595	0.64043	0.63497	0.62957	0.62424	0.61896	0.61375	0.6086	0.6035	0.59847	0.5935	0.58859	0.58373	0.57894	0.57421	0.56953	0.56491	0.56034	0.55584	0.55139	0.54699	0.54265	0.53836	0.53413	0.52995
1.0057	1.0048	1.0035	1.0019	1.0001	0.99789	0.99544	0.99271	0.98971	0.98645	0.98293	0.97916	0.97516	0.97092	0.96647	0.96181	0.95694	0.95189	0.94666	0.94126	0.9357	0.92999	0.92415	0.91818	0.9121	0.9059	0.89961	0.89323	0.88678	0.88025	0.87366	0.86702	0.86034	0.85361	0.84686	0.84008	0.83329	0.82649	0.81968	0.81288	0.80608	0.79929	0.79252	0.78578	0.77905	0.77236	0.7657	0.75907	0.75249	0.74594	0.73944	0.73299	0.72659	0.72023	0.71393	0.70769	0.7015	0.69536	0.68929	0.68327	0.67732	0.67142	0.66559	0.65982	0.65411	0.64846	0.64288	0.63736	0.6319	0.6265	0.62117	0.6159	0.61069	0.60555	0.60046	0.59544	0.59048	0.58558	0.58074	0.57596	0.57124	0.56658	0.56197	0.55743	0.55294	0.5485	0.54413	0.5398	0.53554	0.53132
